"filename", "language", "Batch", "XML", "Makefile", "Ini", "Shell Script", "C++", "Lua", "C", "TeX", "LaTeX", "BibTeX", "CMake", "Markdown", "YAML", "Python", "reStructuredText", "Objective-C", "Objective-C++", "CSS", "HTML", "Less", "SCSS", "Groovy", "JavaScript", "comment", "blank", "total"
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_compiler_unknown.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_ctor_init.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_cxx03.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_cxx98.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_cxx_unknown.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_explicit_ctor.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_inline.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_platform_unknown.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_pure.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_quat_xyzw.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_unrestricted_gentype.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_force_xyzw_only.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_common.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_exponential.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_geometric.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_integer.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_integer_bit_count.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_integer_find_lsb.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_integer_find_msb.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_matrix.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_noise.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_packing.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_swizzle.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_trigonometric.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_func_vector_relational.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_setup_force_cxx98.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_setup_force_size_t_length.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_setup_message.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_setup_platform_unknown.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_setup_precision.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_aligned.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_cast.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_ctor.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_int.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_length.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat2x2.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat2x3.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat2x4.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat3x2.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat3x3.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat3x4.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat4x2.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat4x3.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_mat4x4.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_vec1.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_vec2.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_vec3.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\core\test-core_type_vec4.vcxproj", "XML", 0, 345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 56
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\INSTALL.vcxproj", "XML", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\PACKAGE.vcxproj", "XML", 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 216
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\RUN_TESTS.vcxproj", "XML", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_clip_space.cpp", "C++", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_common.cpp", "C++", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 54
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int2x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int2x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int2x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int3x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int3x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int3x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int4x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int4x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_int4x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_integer.cpp", "C++", 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 238
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_projection.cpp", "C++", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_relational.cpp", "C++", 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 164
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_transform.cpp", "C++", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 62
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint2x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint2x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint2x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint3x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint3x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint3x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint4x2_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint4x3_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_matrix_uint4x4_sized.cpp", "C++", 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_common.cpp", "C++", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 62
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_exponential.cpp", "C++", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 88
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_geometric.cpp", "C++", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 89
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_relational.cpp", "C++", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 52
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_transform.cpp", "C++", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12, 46
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_trigonometric.cpp", "C++", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_quaternion_type.cpp", "C++", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 25, 114
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_common.cpp", "C++", 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 361
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_constants.cpp", "C++", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 37
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_int_sized.cpp", "C++", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_integer.cpp", "C++", 0, 0, 0, 0, 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 687
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_packing.cpp", "C++", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 29
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_reciprocal.cpp", "C++", 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 172
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_relational.cpp", "C++", 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 107
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_uint_sized.cpp", "C++", 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 44
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_scalar_ulp.cpp", "C++", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 97
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vec1.cpp", "C++", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 158
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_bool1.cpp", "C++", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 105
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_common.cpp", "C++", 0, 0, 0, 0, 0, 283, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 366
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_iec559.cpp", "C++", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 167
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_int1_sized.cpp", "C++", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_int2_sized.cpp", "C++", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_int3_sized.cpp", "C++", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_int4_sized.cpp", "C++", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 42
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_integer.cpp", "C++", 0, 0, 0, 0, 0, 441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 548
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_integer_sized.cpp", "C++", 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 217
"d:\Projects\nodens-engine\Moxxi\vendor\glm\test\ext\ext_vector_packing.cpp", "C++", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 59
