MAX = 0.054880, SUPERMAX = 0.013720

Maior intensidade encontrada dentre todas as 1000 iteracoes = 10.064911
Maior intensidade encontrada nos dados originais = 5.227035
Numero de vezes que a maior intensidade de uma iteracao foi maior que a original: 352

Iteracao i   Numero maximo de pontos	  Estatistica scan
		pretos dentro de SG
0: 			3, 			3.448124
1: 			3, 			5.640345
2: 			3, 			3.274963
3: 			2, 			6.586102
4: 			3, 			4.062872
5: 			3, 			1.920434
6: 			3, 			7.417125
7: 			3, 			3.635602
8: 			3, 			6.689948
9: 			3, 			5.057640
10: 			2, 			1.987973
11: 			4, 			5.648046
12: 			2, 			2.315385
13: 			4, 			3.954841
14: 			4, 			5.525645
15: 			3, 			1.546279
16: 			2, 			2.510507
17: 			4, 			3.259757
18: 			3, 			1.878926
19: 			4, 			1.564512
20: 			3, 			4.731117
21: 			3, 			4.582333
22: 			3, 			0.897371
23: 			3, 			4.731117
24: 			3, 			2.097196
25: 			3, 			0.403791
26: 			3, 			1.962975
27: 			4, 			3.616815
28: 			4, 			1.696342
29: 			4, 			3.150757
30: 			3, 			2.293273
31: 			2, 			0.540880
32: 			3, 			2.293273
33: 			3, 			2.964746
34: 			2, 			2.226468
35: 			4, 			2.581390
36: 			4, 			3.373529
37: 			3, 			7.417125
38: 			3, 			3.193178
39: 			2, 			2.315385
40: 			3, 			1.094427
41: 			2, 			1.010876
42: 			3, 			2.293273
43: 			3, 			3.359874
44: 			5, 			5.180186
45: 			4, 			1.723935
46: 			3, 			7.417125
47: 			3, 			1.760234
48: 			2, 			0.423730
49: 			4, 			2.498495
50: 			3, 			1.513340
51: 			2, 			1.312690
52: 			3, 			2.512175
53: 			3, 			5.237848
54: 			2, 			1.663003
55: 			4, 			2.539565
56: 			3, 			2.192621
57: 			2, 			0.947458
58: 			2, 			1.312690
59: 			2, 			1.606521
60: 			3, 			2.006588
61: 			2, 			1.552422
62: 			2, 			0.280341
63: 			3, 			1.838413
64: 			2, 			2.142560
65: 			4, 			0.377642
66: 			4, 			2.897161
67: 			3, 			2.964746
68: 			4, 			6.496088
69: 			3, 			5.057640
70: 			4, 			3.150757
71: 			3, 			2.399615
72: 			3, 			2.570972
73: 			4, 			3.814684
74: 			3, 			1.329971
75: 			2, 			1.987973
76: 			3, 			1.962975
77: 			3, 			1.513340
78: 			3, 			0.897371
79: 			2, 			2.142560
80: 			3, 			7.417125
81: 			3, 			2.570972
82: 			4, 			6.660713
83: 			3, 			8.399790
84: 			3, 			1.070787
85: 			2, 			3.138856
86: 			3, 			2.824989
87: 			2, 			5.788784
88: 			3, 			4.889178
89: 			3, 			0.897371
90: 			2, 			0.832198
91: 			3, 			2.758466
92: 			3, 			2.512175
93: 			3, 			1.962975
94: 			3, 			1.878926
95: 			2, 			1.722042
96: 			2, 			0.001244
97: 			3, 			0.605633
98: 			3, 			3.635602
99: 			3, 			5.237848
100: 			2, 			1.987973
101: 			3, 			2.824989
102: 			3, 			4.731117
103: 			3, 			2.694024
104: 			4, 			2.849416
105: 			3, 			4.062872
106: 			3, 			2.006588
107: 			4, 			4.875660
108: 			2, 			0.505021
109: 			3, 			0.287852
110: 			3, 			3.359874
111: 			3, 			3.193178
112: 			3, 			1.760234
113: 			3, 			3.539947
114: 			4, 			4.779293
115: 			2, 			1.312690
116: 			2, 			3.299237
117: 			3, 			3.948628
118: 			2, 			5.227035
119: 			6, 			7.919155
120: 			4, 			6.188937
121: 			2, 			1.606521
122: 			4, 			2.266830
123: 			4, 			4.507152
124: 			3, 			3.114328
125: 			5, 			4.887417
126: 			3, 			2.824989
127: 			2, 			2.315385
128: 			4, 			5.907480
129: 			3, 			4.062872
130: 			6, 			7.302750
131: 			3, 			0.591182
132: 			4, 			3.432311
133: 			5, 			5.416372
134: 			3, 			7.029913
135: 			2, 			1.189397
136: 			3, 			5.640345
137: 			4, 			4.779293
138: 			2, 			2.618096
139: 			3, 			1.649609
140: 			3, 			3.193178
141: 			2, 			2.733517
142: 			2, 			3.476218
143: 			4, 			4.875660
144: 			4, 			3.883892
145: 			3, 			3.839600
146: 			3, 			2.051313
147: 			3, 			2.758466
148: 			3, 			0.189959
149: 			3, 			2.824989
150: 			2, 			1.010876
151: 			3, 			4.062872
152: 			2, 			1.402933
153: 			4, 			4.338478
154: 			3, 			5.237848
155: 			2, 			0.978649
156: 			4, 			4.779293
157: 			3, 			4.308928
158: 			3, 			1.546279
159: 			3, 			3.539947
160: 			4, 			1.162952
161: 			3, 			3.193178
162: 			3, 			1.513340
163: 			2, 			0.917259
164: 			3, 			2.006588
165: 			3, 			0.023217
