MAX = 0.053782, SUPERMAX = 0.026891

Maior intensidade encontrada dentre todas as 1000 iteracoes = 14.270313
Maior intensidade encontrada nos dados originais = 6.961601
Numero de vezes que a maior intensidade de uma iteracao foi maior que a original: 61

Iteracao i   Numero maximo de pontos	  Estatistica scan
		pretos dentro de SG
0: 			8, 			1.030913
1: 			12, 			3.366427
2: 			13, 			3.156566
3: 			9, 			1.226966
4: 			5, 			2.447648
5: 			11, 			2.239732
6: 			9, 			1.137876
7: 			16, 			1.958051
8: 			12, 			2.008875
9: 			5, 			0.385540
10: 			10, 			0.767016
11: 			11, 			1.949860
12: 			9, 			4.656419
13: 			11, 			2.364123
14: 			12, 			4.514134
15: 			19, 			4.784672
16: 			12, 			4.223627
17: 			11, 			2.628460
18: 			12, 			2.465318
19: 			7, 			2.460332
20: 			8, 			1.853036
21: 			13, 			3.370626
22: 			10, 			0.705756
23: 			10, 			6.673738
24: 			14, 			2.522588
25: 			6, 			2.762149
26: 			13, 			1.926835
27: 			9, 			4.266558
28: 			12, 			4.223627
29: 			15, 			6.483257
30: 			12, 			9.475089
31: 			10, 			5.001531
32: 			8, 			1.921241
33: 			9, 			2.340390
34: 			12, 			1.804831
35: 			6, 			0.482135
36: 			17, 			4.523001
37: 			10, 			2.775631
38: 			6, 			3.153882
39: 			9, 			0.397894
40: 			9, 			1.747075
41: 			7, 			0.000000
42: 			10, 			4.872516
43: 			9, 			1.273257
44: 			16, 			12.717982
45: 			12, 			2.465318
46: 			20, 			4.862443
47: 			7, 			0.841655
48: 			14, 			3.757969
49: 			13, 			1.040497
50: 			10, 			1.084190
51: 			9, 			0.194384
52: 			10, 			1.960327
53: 			17, 			3.324585
54: 			15, 			4.809029
55: 			8, 			0.904863
56: 			13, 			2.025945
57: 			10, 			0.864990
58: 			8, 			1.371385
59: 			9, 			1.577094
60: 			6, 			2.020088
61: 			11, 			2.005513
62: 			11, 			2.768843
63: 			12, 			2.008875
64: 			6, 			0.584263
65: 			8, 			5.282506
66: 			15, 			7.695846
67: 			11, 			2.301301
68: 			7, 			1.069073
69: 			8, 			3.438803
70: 			15, 			3.507132
71: 			7, 			2.276614
72: 			13, 			2.575678
73: 			14, 			2.813116
74: 			11, 			1.949860
75: 			13, 			1.831096
76: 			7, 			2.104802
77: 			8, 			0.074687
78: 			11, 			6.180926
79: 			11, 			0.329829
80: 			13, 			1.926835
81: 			10, 			2.409210
82: 			15, 			1.537976
83: 			6, 			3.017502
84: 			9, 			0.860367
85: 			10, 			0.899324
86: 			9, 			1.688993
87: 			11, 			7.477448
88: 			9, 			2.732569
89: 			16, 			2.731677
90: 			5, 			0.690009
91: 			14, 			2.253983
92: 			7, 			0.800564
93: 			9, 			4.656419
94: 			11, 			2.062305
95: 			10, 			4.387828
96: 			15, 			2.334234
97: 			6, 			0.584263
98: 			5, 			0.947838
99: 			8, 			2.721564
100: 			10, 			2.479249
101: 			10, 			3.185767
102: 			9, 			1.523210
103: 			15, 			2.878192
104: 			8, 			2.456903
105: 			9, 			4.266558
106: 			15, 			2.385113
107: 			10, 			3.099969
108: 			14, 			3.833675
109: 			13, 			1.247982
110: 			11, 			3.225784
111: 			14, 			1.409362
112: 			12, 			4.130446
113: 			13, 			2.181148
114: 			10, 			5.850802
115: 			5, 			1.505793
116: 			5, 			3.565213
117: 			7, 			2.656969
118: 			17, 			5.067494
119: 			18, 			3.898326
120: 			10, 			0.055107
121: 			14, 			4.148650
122: 			12, 			5.037620
123: 			10, 			6.166017
124: 			12, 			3.525266
125: 			14, 			2.005845
126: 			6, 			3.153882
127: 			10, 			2.081515
128: 			5, 			0.115235
129: 			6, 			1.260141
130: 			13, 			7.934569
131: 			5, 			3.030183
132: 			10, 			1.045407
133: 			8, 			1.539405
134: 			8, 			1.722261
135: 			13, 			5.116463
136: 			7, 			0.083842
137: 			7, 			0.266767
138: 			16, 			3.694564
139: 			9, 			0.896912
140: 			4, 			1.889054
141: 			16, 			3.830176
142: 			10, 			4.504505
143: 			10, 			1.292479
144: 			6, 			3.939527
145: 			6, 			2.417831
