63974, 8612
64709, 8611
64135, 8643
63939, 8531
64345, 8779
63736, 8494
64156, 8548
63855, 8517
64030, 8505
64240, 8575
63848, 8614
64548, 8615
64051, 8686
64037, 8542
63820, 8501
64128, 8706
63540, 8457
63736, 8478
63666, 8477
63330, 8439
63211, 8413
63400, 8443
62819, 8519
63029, 8413
62798, 8344
62399, 8296
62238, 8363
62231, 8281
61832, 8259
62273, 8435
62210, 8219
62497, 8336
61846, 8330
62287, 8277
61965, 8236
61937, 8204
61888, 8245
61713, 8186
61909, 8210
61174, 8149
61195, 8141
61097, 8122
60929, 8102
61069, 8101
61335, 8148
60936, 8101
60523, 8024
60712, 8140
60250, 7983
60719, 8035
60306, 7992
60222, 7987
59991, 7928
59746, 8040
59683, 7913
59725, 7951
59284, 7877
59305, 7859
59060, 7831
59144, 7844
58808, 7970
58955, 7795
58549, 7699
58885, 7816
58479, 7728
58829, 7824
58437, 7752
58374, 7730
58647, 7730
58388, 7713
58598, 7900
58591, 7774
58591, 7724
58815, 7908
58605, 7738
58787, 7979
58297, 7710
58416, 7722
58073, 7659
58087, 7703
57968, 7670
57982, 7658
57919, 7682
57989, 7672
58325, 7707
58339, 7971
58178, 7701
57891, 7636
57639, 7650
57898, 7638
57681, 7641
57555, 7791
57604, 7654
57387, 7646
57366, 7574
57233, 7588
57037, 7601
56876, 7521
56687, 7502
56330, 7455
56085, 7397
56113, 7429
56267, 7439
56358, 7415
56421, 7443
56484, 7443
56351, 7406
56379, 7444
56470, 7488
56246, 7485
56085, 7438
56337, 7438
56386, 7454
56449, 7577
56155, 7398
56400, 7450
56344, 7426
56519, 7461
56379, 7479
56554, 7431
56309, 7437
56400, 7416
56141, 7496
56225, 7377
56176, 7384
55903, 7388
55735, 7328
56043, 7437
55406, 7300
55371, 7213
55273, 7236
55091, 7439
54944, 7211
54734, 7176
54629, 7164
54412, 7161
54118, 7262
53817, 7026
53803, 7172
53614, 7024
53712, 7078
53607, 7029
53957, 7039
53915, 7078
53873, 7056
54188, 7113
54041, 7106
54048, 7086
54041, 7170
54160, 7099
53964, 7088
54153, 7078
54020, 7191
54244, 7158
53999, 7050
54062, 7080
53782, 7220
53740, 7018
53411, 6943
53411, 6993
53187, 6961
52886, 6933
52536, 6988
52767, 6860
52417, 6823
51913, 6727
51766, 6768
51752, 6718
51514, 6687
51339, 6683
51066, 6646
51122, 6750
50912, 6580
50821, 6629
50877, 6581
50737, 6557
50499, 6532
50401, 6545
50366, 6483
49939, 6464
49974, 6410
49995, 6424
49722, 6387
49428, 6359
49120, 6303
48763, 6287
48350, 6201
47944, 6126
47510, 6061
47055, 6018
46446, 5965
45949, 5926
45235, 5759
44640, 5607
44059, 5619
43814, 5480
43282, 5390
42386, 5294
42008, 5183
41546, 5128
40993, 5041
40370, 4986
39915, 4837
39481, 4864
39019, 4741
38662, 4660
38067, 4596
37311, 4478
36744, 4378
36380, 4295
35848, 4240
35267, 4147
34812, 4134
34266, 3977
33538, 3908
32880, 3765
32082, 3701
31578, 3576
30745, 3464
30213, 3348
29737, 3263
28995, 3223
28421, 3079
27875, 2956
27357, 2860
26923, 2764
26594, 2676
26335, 2611
25908, 2585
25292, 2489
24872, 2527
24438, 2262
23934, 2228
23423, 2166
23101, 2024
22674, 1984
22303, 1873
21813, 1914
21148, 1785
20735, 1625
20287, 1559
19860, 1479
19482, 1381
19160, 1292
18558, 1301
18005, 1195
17508, 1126
17095, 979
16801, 891
16549, 819
16241, 777
15849, 797
15380, 720
15002, 634
14638, 586
14372, 461
14015, 470
13511, 482
12979, 444
12566, 367
12076, 341
11537, 319
11068, 262
10634, 227
10123, 216
9647, 208
9192, 160
8793, 148
8443, 126
8170, 116
7827, 111
7589, 101
7239, 94
6959, 88
6756, 82
6518, 78
6413, 74
6189, 72
5888, 69
5671, 60
5496, 59
5391, 55
5125, 60
4887, 47
4705, 43
4558, 41
4418, 36
4327, 35
4194, 33
4138, 33
4103, 32
4096, 31
4096, 30
4096, 31
4096, 32
4096, 31
4096, 30
4096, 31
4096, 30
4096, 32
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 30
4096, 30
4096, 31
4096, 32
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 30
4096, 32
4096, 32
4096, 30
4096, 31
4096, 30
4096, 32
4096, 31
4096, 30
4096, 31
4096, 33
4096, 31
4096, 30
4096, 32
4096, 31
4096, 31
4096, 30
4096, 30
4096, 30
4096, 30
4096, 31
4096, 30
4096, 31
4096, 32
4096, 32
4096, 31
4096, 30
4096, 32
4096, 31
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 30
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 31
4096, 30
4096, 30
4096, 32
4096, 30
4096, 31
4096, 32
4096, 31
4096, 30
4096, 30
4096, 30
4096, 32
4096, 32
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 30
4096, 32
4096, 30
4096, 31
4096, 33
4096, 30
4096, 31
4096, 30
4096, 30
4096, 34
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 31
4096, 32
4096, 30
4096, 30
4096, 32
4096, 31
4096, 31
4096, 30
4096, 29
4096, 34
4096, 31
4096, 31
4096, 31
4096, 31
4096, 33
4096, 31
4096, 31
4096, 30
4096, 29
4096, 31
4096, 30
4096, 32
4096, 31
4096, 30
4096, 30
4096, 31
4096, 30
4096, 31
4096, 31
4096, 30
4096, 30
4096, 30
4096, 30
4096, 32
4096, 31
4096, 32
4096, 30
4096, 30
4096, 31
4096, 31
4096, 30
4096, 31
4096, 30
4096, 33
4096, 34
4096, 33
4096, 32
4096, 34
4096, 33
4096, 33
4096, 30
4096, 32
4096, 30
4096, 33
4096, 31
4096, 31
4096, 31
4096, 34
4096, 35
4096, 30
4096, 32
4096, 32
4096, 31
4096, 31
4096, 31
4096, 32
4096, 32
4096, 31
4096, 31
4096, 33
4096, 33
4096, 31
4096, 31
4096, 31
4096, 33
4096, 33
4096, 34
4096, 30
4096, 33
4096, 30
4096, 30
4096, 30
4096, 32
4096, 31
4096, 30
4096, 31
4096, 31
4096, 30
4096, 34
4096, 31
4096, 33
4096, 31
4096, 30
4096, 32
4096, 31
4096, 30
4096, 30
4096, 30
4096, 30
4096, 31
4096, 31
4096, 32
4096, 33
4096, 31
4096, 31
4096, 30
4096, 30
4096, 31
4096, 30
4096, 31
4096, 32
4096, 31
4096, 31
4096, 32
4096, 30
4096, 32
4096, 30
4096, 32
4096, 30
4096, 31
4096, 31
4096, 30
4096, 33
4096, 31
4096, 30
4096, 31
4096, 30
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 34
4096, 30
4096, 31
4096, 31
4096, 32
4096, 30
4096, 31
4096, 31
4096, 32
4096, 35
4096, 30
4096, 30
4096, 33
4096, 30
4096, 34
4096, 31
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 33
4096, 30
4096, 30
4096, 31
4096, 31
4096, 30
4096, 30
4096, 31
4096, 30
4096, 31
4096, 34
4096, 30
4096, 31
4096, 31
4096, 30
4096, 30
4096, 31
4096, 32
4096, 32
4096, 51
4096, 31
4096, 30
4096, 30
4096, 31
4096, 32
4096, 33
4096, 31
4096, 31
4096, 33
4096, 31
4096, 33
4096, 31
4096, 32
4096, 33
4096, 34
4096, 31
4096, 30
4096, 30
4096, 33
4096, 31
4096, 31
4096, 32
4096, 31
4096, 32
4096, 32
4096, 31
4096, 32
4096, 32
4096, 32
4096, 32
4096, 31
4096, 33
4096, 30
4096, 30
4096, 31
4096, 31
4096, 31
4096, 31
4096, 32
4096, 32
4096, 31
4096, 30
4096, 31
4096, 31
4096, 30
4096, 31
4096, 30
4096, 31
4096, 32
4096, 31
4096, 30
4096, 33
4096, 31
4096, 31
4096, 31
4096, 30
4096, 31
4096, 32
4096, 31
4096, 31
4096, 30
4096, 31
4096, 31
4096, 32
4096, 31
4096, 31
4096, 30
4096, 29
4096, 30
4096, 31
4096, 30
4096, 30
4096, 32
4096, 31
4096, 32
4096, 32
4096, 30
4096, 30
4096, 31
