0, 4096., 547
0, 4096., 546
0, 4096., 569
0, 4096., 552
0, 4096., 552
0, 4096., 548
0, 4096., 554
0, 4096., 570
0, 4096., 555
0, 4096., 556
0, 4096., 546
0, 4096., 552
0, 4096., 547
0, 4096., 555
0, 4096., 551
0, 4096., 549
0, 4096., 552
0, 4096., 548
0, 4096., 551
0, 4096., 550
0, 4096., 550
0, 4096., 550
0, 4096., 553
0, 4096., 550
0, 4096., 550
0, 4096., 551
0, 4096., 550
0, 4096., 553
0, 4096., 548
0, 4096., 552
0, 4096., 552
0, 4096., 546
0, 4096., 554
0, 4096., 551
0, 4096., 550
0, 4096., 586
0, 4096., 550
0, 4096., 575
0, 4096., 568
0, 4096., 546
0, 4096., 574
0, 4096., 552
0, 4096., 561
0, 4096., 652
0, 4096., 549
0, 4096., 552
0, 4096., 553
0, 4096., 552
0, 4096., 550
0, 4096., 553
0, 4096., 573
0, 4096., 563
0, 4096., 549
0, 4096., 553
0, 4096., 553
0, 4096., 547
0, 4096., 552
0, 4096., 547
0, 4096., 553
0, 4096., 552
0, 4096., 551
0, 4096., 553
0, 4096., 562
0, 4096., 560
0, 4096., 554
0, 4096., 548
0, 4096., 552
0, 4096., 549
0, 4096., 544
0, 4096., 552
0, 4096., 541
0, 4096., 569
0, 4096., 570
0, 4096., 551
0, 4096., 548
0, 4096., 546
0, 4096., 551
0, 4096., 543
0, 4096., 549
0, 4096., 550
0, 4096., 549
0, 4096., 556
0, 4096., 552
0, 4096., 571
0, 4096., 550
0, 4096., 548
0, 4096., 549
0, 4096., 548
0, 4096., 552
0, 4096., 555
0, 4096., 549
0, 4096., 549
0, 4096., 552
0, 4096., 548
0, 4096., 551
0, 4096., 542
0, 4096., 553
0, 4096., 551
0, 4096., 552
0, 4096., 553
0, 4096., 550
0, 4096., 549
0, 4096., 553
0, 4096., 550
0, 4096., 550
0, 4096., 548
0, 4096., 548
0, 4096., 550
0, 4096., 546
0, 4096., 549
0, 4096., 554
0, 4096., 552
0, 4096., 554
0, 4096., 545
0, 4096., 553
0, 4096., 544
0, 4096., 549
0, 4096., 554
0, 4096., 550
0, 4096., 554
0, 4096., 552
0, 4096., 547
0, 4096., 555
0, 4096., 557
0, 4096., 553
0, 4096., 554
0, 4096., 551
0, 4096., 550
0, 4096., 549
0, 4096., 553
0, 4096., 548
0, 4096., 549
0, 4096., 554
0, 4096., 554
0, 4096., 551
0, 4096., 550
0, 4096., 548
0, 4096., 571
0, 4096., 545
0, 4096., 576
0, 4096., 568
0, 4096., 553
0, 4096., 550
0, 4096., 553
0, 4096., 552
0, 4096., 552
0, 4096., 549
0, 4096., 548
0, 4096., 551
0, 4096., 550
0, 4096., 552
0, 4096., 547
0, 4096., 551
0, 4096., 550
0, 4096., 553
0, 4096., 554
0, 4096., 558
0, 4096., 552
0, 4096., 553
0, 4096., 551
0, 4096., 550
0, 4096., 547
0, 4096., 552
0, 4096., 551
0, 4096., 551
0, 4096., 551
0, 4096., 550
0, 4096., 552
0, 4096., 549
0, 4096., 550
0, 4096., 550
0, 4096., 570
0, 4096., 554
0, 4096., 554
0, 4096., 550
0, 4096., 554
0, 4096., 565
0, 4096., 555
0, 4096., 554
0, 4096., 575
0, 4096., 571
0, 4096., 555
0, 4096., 547
0, 4096., 550
0, 4096., 554
0, 4096., 554
0, 4096., 554
0, 4096., 552
0, 4096., 552
0, 4096., 557
0, 4096., 547
0, 4096., 553
0, 4096., 556
0, 4096., 552
0, 4096., 557
0, 4096., 554
0, 4096., 555
0, 4096., 556
0, 4096., 554
0, 4096., 553
0, 4096., 556
0, 4096., 556
0, 4096., 556
0, 4096., 552
0, 4096., 555
0, 4096., 554
0, 4096., 555
0, 4096., 556
0, 4096., 556
0, 4096., 553
0, 4096., 554
0, 4096., 557
0, 4096., 555
0, 4096., 557
0, 4096., 558
0, 4096., 553
0, 4096., 554
0, 4096., 555
0, 4096., 554
0, 4096., 555
0, 4096., 552
0, 4096., 557
0, 4096., 556
0, 4096., 567
0, 4096., 555
0, 4096., 553
0, 4096., 556
0, 4096., 555
0, 4096., 556
0, 4096., 553
0, 4096., 554
0, 4096., 553
0, 4096., 572
0, 4096., 545
0, 4096., 550
0, 4096., 552
0, 4096., 558
0, 4096., 563
0, 4096., 557
0, 4096., 556
0, 4096., 557
0, 4096., 554
0, 4096., 555
0, 4096., 550
0, 4096., 554
