MAX = 0.026891, SUPERMAX = 0.026891

Maior intensidade encontrada dentre todas as 1000 iteracoes = 11.533360
Maior intensidade encontrada nos dados originais = 5.641010
Numero de vezes que a maior intensidade de uma iteracao foi maior que a original: 211

Iteracao i   Numero maximo de pontos	  Estatistica scan
		pretos dentro de SG
0: 			8, 			1.030913
1: 			8, 			3.796621
2: 			16, 			4.040552
3: 			14, 			3.127201
4: 			16, 			4.410618
5: 			9, 			1.867672
6: 			6, 			0.784760
7: 			7, 			1.943998
8: 			6, 			2.113611
9: 			8, 			0.904863
10: 			15, 			4.723195
11: 			14, 			11.386061
12: 			5, 			4.463357
13: 			5, 			4.731798
14: 			11, 			5.114709
15: 			8, 			0.987655
16: 			8, 			3.923687
17: 			7, 			1.867472
18: 			11, 			3.651818
19: 			7, 			2.867679
20: 			7, 			1.279955
21: 			5, 			0.561815
22: 			12, 			2.654577
23: 			9, 			2.817142
24: 			6, 			1.083225
25: 			10, 			1.206220
26: 			6, 			4.727115
27: 			11, 			4.540695
28: 			9, 			1.320747
29: 			11, 			2.915016
30: 			4, 			3.253478
31: 			9, 			1.930262
32: 			5, 			0.523004
33: 			9, 			2.569736
34: 			8, 			1.217068
35: 			9, 			4.656419
36: 			11, 			0.724172
37: 			8, 			3.923687
38: 			15, 			5.842470
39: 			7, 			5.071483
40: 			12, 			1.057541
41: 			14, 			6.775418
42: 			14, 			2.873992
43: 			14, 			3.683436
44: 			19, 			7.030909
45: 			13, 			3.752459
46: 			9, 			2.732569
47: 			6, 			1.760634
48: 			7, 			0.432253
49: 			8, 			1.267049
50: 			5, 			0.130803
51: 			16, 			7.859442
52: 			9, 			1.369460
53: 			8, 			1.481809
54: 			10, 			3.363378
55: 			10, 			2.934126
56: 			7, 			2.104802
57: 			10, 			1.248847
58: 			6, 			2.642508
59: 			7, 			2.023076
60: 			10, 			1.733607
61: 			14, 			3.610059
62: 			4, 			2.308714
63: 			8, 			3.326793
64: 			15, 			2.996816
65: 			9, 			2.903903
66: 			9, 			0.973022
67: 			13, 			3.752459
68: 			8, 			6.474821
69: 			14, 			5.735941
70: 			11, 			5.895248
71: 			11, 			3.390951
72: 			17, 			4.303969
73: 			9, 			2.650121
74: 			4, 			1.175186
75: 			10, 			8.054017
76: 			6, 			3.296567
77: 			6, 			1.529669
78: 			13, 			5.220845
79: 			12, 			2.854555
80: 			7, 			4.030526
81: 			9, 			3.578572
82: 			7, 			3.093779
83: 			7, 			2.867679
84: 			15, 			2.996816
85: 			11, 			2.990354
86: 			7, 			0.884157
87: 			20, 			7.029511
88: 			8, 			0.826855
89: 			8, 			2.137814
90: 			8, 			3.438803
91: 			8, 			1.853036
92: 			5, 			0.450841
93: 			7, 			5.273231
94: 			13, 			2.759603
95: 			11, 			2.628460
96: 			11, 			6.959848
97: 			7, 			1.020524
98: 			11, 			4.328158
99: 			4, 			1.889054
100: 			13, 			3.673476
101: 			8, 			2.373670
102: 			10, 			6.166017
103: 			12, 			2.786668
104: 			10, 			3.455303
105: 			10, 			0.340011
106: 			11, 			4.650481
107: 			16, 			11.533360
108: 			19, 			7.128020
109: 			5, 			2.722748
110: 			10, 			3.273551
111: 			7, 			4.517819
112: 			12, 			5.148668
113: 			9, 			4.522710
114: 			11, 			3.929485
115: 			7, 			1.396132
116: 			5, 			3.197791
117: 			10, 			1.477429
118: 			11, 			2.428224
119: 			8, 			2.456903
120: 			11, 			2.428224
121: 			8, 			2.456903
122: 			7, 			4.186333
123: 			7, 			0.722475
124: 			9, 			2.414925
125: 			5, 			1.591240
126: 			11, 			5.237419
127: 			3, 			1.467951
128: 			6, 			3.017502
129: 			6, 			1.260141
130: 			7, 			1.279955
131: 			14, 			3.833675
132: 			14, 			6.651816
133: 			9, 			8.758303
134: 			10, 			2.853984
135: 			15, 			5.446821
136: 			7, 			3.465166
137: 			7, 			4.348628
138: 			9, 			3.795459
139: 			8, 			3.218173
140: 			8, 			2.063569
141: 			7, 			4.030526
142: 			4, 			0.760558
143: 			9, 			3.274223
144: 			5, 			1.873431
145: 			5, 			5.685100
146: 			15, 			2.334234
147: 			8, 			0.826855
148: 			5, 			1.346449
149: 			8, 			3.923687
150: 			16, 			6.171015
151: 			6, 			1.843762
152: 			5, 			3.375798
153: 			7, 			3.598454
154: 			18, 			5.099876
155: 			9, 			4.794092
156: 			10, 			1.477429
157: 			15, 			3.440075
158: 			8, 			2.373670
159: 			12, 			2.854555
160: 			8, 			5.109350
161: 			9, 			1.930262
162: 			11, 			5.114709
163: 			6, 			0.741413
164: 			10, 			4.504505
165: 			13, 			9.701171
166: 			10, 			3.948583
167: 			13, 			7.624989
168: 			12, 			1.357480
169: 			14, 			4.148650
170: 			8, 			3.326793
171: 			19, 			9.582305
172: 			16, 			3.247630
173: 			12, 			5.261964
174: 			5, 			1.272157
175: 			7, 			8.358533
176: 			14, 			3.327719
